t,phase,act1,act0,cmd1,cmd0,ferr1,ferr0,engaged,trip0,trip1,run_ok,state1,state0
0.014,preflight,-24,-168,-24,-168,0,0,FALSE,FALSE,FALSE,FALSE,2,2
0.018,enable,-24,-168,-24,-168,0,0,FALSE,FALSE,FALSE,FALSE,2,2
0.319,enable,-40,-48,-40,-152,0,-104,FALSE,FALSE,FALSE,TRUE,4,4
0.520,enable,-36,-112,-40,-152,-4,-40,FALSE,FALSE,FALSE,TRUE,4,4
0.721,enable,-40,-132,-40,-152,0,-20,FALSE,FALSE,FALSE,TRUE,4,4
0.922,enable,-32,-140,-40,-152,-8,-12,FALSE,FALSE,FALSE,TRUE,4,4
1.123,enable,-32,-144,-40,-152,-8,-8,FALSE,FALSE,FALSE,TRUE,4,4
1.324,enable,-32,-144,-40,-152,-8,-8,FALSE,FALSE,FALSE,TRUE,4,4
1.525,enable,-24,-156,-40,-152,-16,4,FALSE,FALSE,FALSE,TRUE,4,4
1.726,enable,-40,-160,-40,-152,0,8,FALSE,FALSE,FALSE,TRUE,4,4
1.927,enable,-24,-148,-40,-152,-16,-4,FALSE,FALSE,FALSE,TRUE,4,4
2.129,enable,-32,-140,-40,-152,-8,-12,FALSE,FALSE,FALSE,TRUE,4,4
2.330,enable,-28,-148,-40,-152,-12,-4,FALSE,FALSE,FALSE,TRUE,4,4
2.531,enable,-28,-156,-40,-152,-12,4,FALSE,FALSE,FALSE,TRUE,4,4
2.732,enable,-36,-156,-40,-152,-4,4,FALSE,FALSE,FALSE,TRUE,4,4
2.934,enable,-28,-156,-40,-152,-12,4,FALSE,FALSE,FALSE,TRUE,4,4
3.135,enable,-32,-152,-40,-152,-8,0,FALSE,FALSE,FALSE,TRUE,4,4
3.335,enable,-36,-164,-40,-152,-4,12,FALSE,FALSE,FALSE,TRUE,4,4
3.336,enable,-36,-164,-40,-152,-4,12,FALSE,FALSE,FALSE,TRUE,4,4
3.550,engage-still,-32,-152,-40,-145,-8,6,TRUE,FALSE,FALSE,TRUE,4,4
3.751,engage-still,-28,-152,-40,-140,-12,12,TRUE,FALSE,FALSE,TRUE,4,4
3.952,engage-still,-36,-144,-40,-148,-4,-4,TRUE,FALSE,FALSE,TRUE,4,4
4.153,engage-still,-24,-144,-40,-136,-16,8,TRUE,FALSE,FALSE,TRUE,4,4
4.354,engage-still,-32,-136,-40,-144,-8,-8,TRUE,FALSE,FALSE,TRUE,4,4
4.555,engage-still,-32,-140,-40,-144,-8,-4,TRUE,FALSE,FALSE,TRUE,4,4
4.756,engage-still,-32,-148,-40,-144,-8,4,TRUE,FALSE,FALSE,TRUE,4,4
4.957,engage-still,-40,-140,-40,-152,0,-12,TRUE,FALSE,FALSE,TRUE,4,4
5.158,engage-still,-36,-152,-40,-148,-4,4,TRUE,FALSE,FALSE,TRUE,4,4
5.360,engage-still,-36,-136,-40,-148,-4,-12,TRUE,FALSE,FALSE,TRUE,4,4
5.360,engage-still,-36,-136,-40,-148,-4,-12,TRUE,FALSE,FALSE,TRUE,4,4
5.563,gear-1to1-fwd,80,-128,91160,-32,91080,96,TRUE,FALSE,FALSE,TRUE,4,4
5.764,gear-1to1-fwd,1868,276,212360,1756,210492,1480,TRUE,FALSE,FALSE,TRUE,4,4
5.965,gear-1to1-fwd,371838,317366,332360,371726,-39478,54360,TRUE,FALSE,FALSE,TRUE,4,4
6.166,gear-1to1-fwd,429535,428278,453560,429423,24025,1145,TRUE,FALSE,FALSE,TRUE,4,4
6.366,gear-1to1-fwd,520129,495454,574760,520017,54631,24563,TRUE,FALSE,FALSE,TRUE,4,4
6.568,gear-1to1-fwd,659726,647932,695960,659614,36234,11682,TRUE,FALSE,FALSE,TRUE,4,4
6.769,gear-1to1-fwd,803052,779909,817160,802940,14108,23031,TRUE,FALSE,FALSE,TRUE,4,4
6.970,gear-1to1-fwd,923078,912755,938360,922966,15282,10211,TRUE,FALSE,FALSE,TRUE,4,4
7.171,gear-1to1-fwd,1045552,1031064,1059560,1045440,14008,14376,TRUE,FALSE,FALSE,TRUE,4,4
7.371,gear-1to1-fwd,1144811,1131485,1179560,1144699,34749,13214,TRUE,FALSE,FALSE,TRUE,4,4
7.572,gear-1to1-fwd,1260042,1247868,1300760,1259930,40718,12062,TRUE,FALSE,FALSE,TRUE,4,4
7.774,gear-1to1-fwd,1396241,1380631,1421960,1396129,25719,15498,TRUE,FALSE,FALSE,TRUE,4,4
7.975,gear-1to1-fwd,1511227,1491952,1543160,1511115,31933,19163,TRUE,FALSE,FALSE,TRUE,4,4
8.176,gear-1to1-fwd,1676492,1662899,1664360,1676380,-12132,13481,TRUE,FALSE,FALSE,TRUE,4,4
8.377,gear-1to1-fwd,1752819,1739555,1785560,1752707,32741,13152,TRUE,FALSE,FALSE,TRUE,4,4
8.578,gear-1to1-fwd,1885869,1872827,1905560,1885757,19691,12930,TRUE,FALSE,FALSE,TRUE,4,4
8.779,gear-1to1-fwd,1992642,1978907,2025560,1992530,32918,13623,TRUE,FALSE,FALSE,TRUE,4,4
8.981,gear-1to1-fwd,2122893,2106546,2146760,2122781,23867,16235,TRUE,FALSE,FALSE,TRUE,4,4
9.182,gear-1to1-fwd,2234030,2222874,2266760,2233918,32730,11044,TRUE,FALSE,FALSE,TRUE,4,4
9.383,gear-1to1-fwd,2392289,2369972,2387960,2392177,-4329,22205,TRUE,FALSE,FALSE,TRUE,4,4
9.584,gear-1to1-fwd,2496299,2489323,2509160,2496187,12861,6864,TRUE,FALSE,FALSE,TRUE,4,4
9.785,gear-1to1-fwd,2603981,2585142,2629160,2603869,25179,18727,TRUE,FALSE,FALSE,TRUE,4,4
9.986,gear-1to1-fwd,2723098,2708026,2751560,2722986,28462,14960,TRUE,FALSE,FALSE,TRUE,4,4
10.187,gear-1to1-fwd,2837109,2822372,2871560,2836997,34451,14625,TRUE,FALSE,FALSE,TRUE,4,4
10.388,gear-1to1-fwd,2978940,2969634,2993960,2978828,15020,9194,TRUE,FALSE,FALSE,TRUE,4,4
10.589,gear-1to1-fwd,3089026,3067008,3115160,3088914,26134,21906,TRUE,FALSE,FALSE,TRUE,4,4
10.791,gear-1to1-fwd,3239340,3232851,3235160,3239228,-4180,6377,TRUE,FALSE,FALSE,TRUE,4,4
10.992,gear-1to1-fwd,3345016,3320168,3356360,3344904,11344,24736,TRUE,FALSE,FALSE,TRUE,4,4
11.193,gear-1to1-fwd,3442887,3434843,3478760,3442775,35873,7932,TRUE,FALSE,FALSE,TRUE,4,4
11.394,gear-1to1-fwd,3596282,3573035,3599960,3596170,3678,23135,TRUE,FALSE,FALSE,TRUE,4,4
11.595,gear-1to1-fwd,3681890,3667061,3722360,3681778,40470,14717,TRUE,FALSE,FALSE,TRUE,4,4
11.796,gear-1to1-fwd,3829251,3818982,3843560,3829139,14309,10157,TRUE,FALSE,FALSE,TRUE,4,4
11.997,gear-1to1-fwd,3952307,3933235,3963560,3952195,11253,18960,TRUE,FALSE,FALSE,TRUE,4,4
12.198,gear-1to1-fwd,4098808,4089390,4084760,4098696,-14048,9306,TRUE,FALSE,FALSE,TRUE,4,4
12.399,gear-1to1-fwd,4168455,4154951,4204760,4168343,36305,13392,TRUE,FALSE,FALSE,TRUE,4,4
12.600,gear-1to1-fwd,4306916,4295836,4325960,4306804,19044,10968,TRUE,FALSE,FALSE,TRUE,4,4
12.801,gear-1to1-fwd,4405817,4387710,4447160,4405705,41343,17995,TRUE,FALSE,FALSE,TRUE,4,4
13.002,gear-1to1-fwd,4545481,4531604,4568360,4545369,22879,13765,TRUE,FALSE,FALSE,TRUE,4,4
13.203,gear-1to1-fwd,4686771,4669837,4689560,4686659,2789,16822,TRUE,FALSE,FALSE,TRUE,4,4
13.404,gear-1to1-fwd,4795819,4779039,4810760,4795707,14941,16668,TRUE,FALSE,FALSE,TRUE,4,4
13.605,gear-1to1-fwd,4918475,4911513,4930760,4918363,12285,6850,TRUE,FALSE,FALSE,TRUE,4,4
13.806,gear-1to1-fwd,5030780,5011808,5051960,5030668,21180,18860,TRUE,FALSE,FALSE,TRUE,4,4
14.007,gear-1to1-fwd,5140142,5128491,5173160,5140030,33018,11539,TRUE,FALSE,FALSE,TRUE,4,4
14.209,gear-1to1-fwd,5277241,5255412,5295560,5277129,18319,21717,TRUE,FALSE,FALSE,TRUE,4,4
14.410,gear-1to1-fwd,5395854,5385956,5416760,5395742,20906,9786,TRUE,FALSE,FALSE,TRUE,4,4
14.611,gear-1to1-fwd,5550555,5530461,5537960,5550443,-12595,19982,TRUE,FALSE,FALSE,TRUE,4,4
14.813,gear-1to1-fwd,5628402,5618599,5659160,5628290,30758,9691,TRUE,FALSE,FALSE,TRUE,4,4
15.014,gear-1to1-fwd,5768635,5756636,5781560,5768523,12925,11887,TRUE,FALSE,FALSE,TRUE,4,4
15.215,gear-1to1-fwd,5870139,5855520,5902760,5870027,32621,14507,TRUE,FALSE,FALSE,TRUE,4,4
15.416,gear-1to1-fwd,6005252,5990873,6022760,6005140,17508,14267,TRUE,FALSE,FALSE,TRUE,4,4
15.617,gear-1to1-fwd,6131605,6114629,6143960,6131493,12355,16864,TRUE,FALSE,FALSE,TRUE,4,4
15.818,gear-1to1-fwd,6248360,6234811,6266360,6248248,18000,13437,TRUE,FALSE,FALSE,TRUE,4,4
16.019,gear-1to1-fwd,6364213,6348440,6387560,6364101,23347,15661,TRUE,FALSE,FALSE,TRUE,4,4
16.221,gear-1to1-fwd,6477710,6463297,6507560,6477598,29850,14301,TRUE,FALSE,FALSE,TRUE,4,4
16.422,gear-1to1-fwd,6598608,6584241,6628760,6598496,30152,14255,TRUE,FALSE,FALSE,TRUE,4,4
16.623,gear-1to1-fwd,6717942,6706116,6749960,6717830,32018,11714,TRUE,FALSE,FALSE,TRUE,4,4
16.824,gear-1to1-fwd,6842991,6827930,6869960,6842879,26969,14949,TRUE,FALSE,FALSE,TRUE,4,4
17.025,gear-1to1-fwd,6961787,6948158,6991160,6961675,29373,13517,TRUE,FALSE,FALSE,TRUE,4,4
17.227,gear-1to1-fwd,7091728,7073284,7112360,7091616,20632,18332,TRUE,FALSE,FALSE,TRUE,4,4
17.428,gear-1to1-fwd,7201379,7186812,7233560,7201267,32181,14455,TRUE,FALSE,FALSE,TRUE,4,4
17.629,gear-1to1-fwd,7326325,7312253,7353560,7326213,27235,13960,TRUE,FALSE,FALSE,TRUE,4,4
17.830,gear-1to1-fwd,7439701,7425345,7475960,7439589,36259,14244,TRUE,FALSE,FALSE,TRUE,4,4
18.031,gear-1to1-fwd,7563597,7550611,7597160,7563485,33563,12874,TRUE,FALSE,FALSE,TRUE,4,4
18.233,gear-1to1-fwd,7684199,7669859,7718360,7684087,34161,14228,TRUE,FALSE,FALSE,TRUE,4,4
18.434,gear-1to1-fwd,7814168,7797901,7839560,7814056,25392,16155,TRUE,FALSE,FALSE,TRUE,4,4
18.635,gear-1to1-fwd,7949767,7933448,7960760,7949655,10993,16207,TRUE,FALSE,FALSE,TRUE,4,4
18.836,gear-1to1-fwd,8056697,8043509,8081960,8056585,25263,13076,TRUE,FALSE,FALSE,TRUE,4,4
19.037,gear-1to1-fwd,8165886,8150503,8203160,8165774,37274,15271,TRUE,FALSE,FALSE,TRUE,4,4
19.238,gear-1to1-fwd,8289854,8275826,8325560,8289742,35706,13916,TRUE,FALSE,FALSE,TRUE,4,4
19.439,gear-1to1-fwd,8417239,8401480,8446760,8417127,29521,15647,TRUE,FALSE,FALSE,TRUE,4,4
19.640,gear-1to1-fwd,8477974,8463148,8506760,8477862,28786,14714,TRUE,FALSE,FALSE,TRUE,4,4
19.841,gear-1to1-fwd,8599131,8577750,8627960,8599019,28829,21269,TRUE,FALSE,FALSE,TRUE,4,4
20.042,gear-1to1-fwd,8737996,8729232,8749160,8737884,11164,8652,TRUE,FALSE,FALSE,TRUE,4,4
20.243,gear-1to1-fwd,8848058,8829886,8870360,8847946,22302,18060,TRUE,FALSE,FALSE,TRUE,4,4
20.444,gear-1to1-fwd,8946866,8938522,8991560,8946754,44694,8232,TRUE,FALSE,FALSE,TRUE,4,4
20.645,gear-1to1-fwd,9078578,9062837,9112760,9078466,34182,15629,TRUE,FALSE,FALSE,TRUE,4,4
20.846,gear-1to1-fwd,9199527,9184515,9233960,9199415,34433,14900,TRUE,FALSE,FALSE,TRUE,4,4
21.047,gear-1to1-fwd,9319610,9305223,9355160,9319498,35550,14275,TRUE,FALSE,FALSE,TRUE,4,4
21.248,gear-1to1-fwd,9483770,9463328,9475160,9483658,-8610,20330,TRUE,FALSE,FALSE,TRUE,4,4
21.449,gear-1to1-fwd,9561979,9552672,9597560,9561867,35581,9195,TRUE,FALSE,FALSE,TRUE,4,4
21.650,gear-1to1-fwd,9705567,9685269,9719960,9705455,14393,20186,TRUE,FALSE,FALSE,TRUE,4,4
21.851,gear-1to1-fwd,9792509,9784764,9841160,9792397,48651,7633,TRUE,FALSE,FALSE,TRUE,4,4
22.053,gear-1to1-fwd,9943851,9923029,9963560,9943739,19709,20710,TRUE,FALSE,FALSE,TRUE,4,4
22.254,gear-1to1-fwd,10038501,10027623,10084760,10038389,46259,10766,TRUE,FALSE,FALSE,TRUE,4,4
22.455,gear-1to1-fwd,10223303,10195291,10205960,10223191,-17343,27900,TRUE,FALSE,FALSE,TRUE,4,4
22.655,gear-1to1-fwd,10302372,10298023,10327160,10302260,24788,4237,TRUE,FALSE,FALSE,TRUE,4,4
22.857,gear-1to1-fwd,10436079,10407332,10449560,10435967,13481,28635,TRUE,FALSE,FALSE,TRUE,4,4
23.058,gear-1to1-fwd,10538045,10532963,10571960,10537933,33915,4970,TRUE,FALSE,FALSE,TRUE,4,4
23.259,gear-1to1-fwd,10654155,10628583,10694360,10654043,40205,25460,TRUE,FALSE,FALSE,TRUE,4,4
23.461,gear-1to1-fwd,10780137,10771776,10816760,10780025,36623,8249,TRUE,FALSE,FALSE,TRUE,4,4
23.662,gear-1to1-fwd,10935149,10909716,10937960,10935037,2811,25321,TRUE,FALSE,FALSE,TRUE,4,4
23.863,gear-1to1-fwd,11048873,11041256,11059160,11048761,10287,7505,TRUE,FALSE,FALSE,TRUE,4,4
24.064,gear-1to1-fwd,11165284,11139648,11180360,11165172,15076,25524,TRUE,FALSE,FALSE,TRUE,4,4
24.265,gear-1to1-fwd,11282257,11269342,11301560,11282145,19303,12803,TRUE,FALSE,FALSE,TRUE,4,4
24.466,gear-1to1-fwd,11374555,11362202,11422760,11374443,48205,12241,TRUE,FALSE,FALSE,TRUE,4,4
24.667,gear-1to1-fwd,11522350,11505845,11543960,11522238,21610,16393,TRUE,FALSE,FALSE,TRUE,4,4
24.868,gear-1to1-fwd,11638065,11624531,11665160,11637953,27095,13422,TRUE,FALSE,FALSE,TRUE,4,4
25.069,gear-1to1-fwd,11814961,11798032,11785160,11814849,-29801,16817,TRUE,FALSE,FALSE,TRUE,4,4
25.270,gear-1to1-fwd,11864338,11857933,11907560,11864226,43222,6293,TRUE,FALSE,FALSE,TRUE,4,4
25.471,gear-1to1-fwd,12039457,12021032,12029960,12039345,-9497,18313,TRUE,FALSE,FALSE,TRUE,4,4
25.672,gear-1to1-fwd,12103031,12093814,12151160,12102919,48129,9105,TRUE,FALSE,FALSE,TRUE,4,4
25.873,gear-1to1-fwd,12266870,12244046,12271160,12266758,4290,22712,TRUE,FALSE,FALSE,TRUE,4,4
26.073,gear-1to1-fwd,12349981,12340536,12393560,12349869,43579,9333,TRUE,FALSE,FALSE,TRUE,4,4
26.275,gear-1to1-fwd,12570651,12537835,12514760,12570539,-55891,32704,TRUE,FALSE,FALSE,TRUE,4,4
26.476,gear-1to1-fwd,12618257,12617394,12635960,12618145,17703,751,TRUE,FALSE,FALSE,TRUE,4,4
26.679,gear-1to1-fwd,12662197,12654621,12669560,12662085,7363,7464,TRUE,FALSE,FALSE,TRUE,4,4
26.880,gear-1to1-fwd,12682925,12682472,12669560,12682813,-13365,341,TRUE,FALSE,FALSE,TRUE,4,4
27.081,gear-1to1-fwd,12684933,12684852,12669560,12684821,-15373,-31,TRUE,FALSE,FALSE,TRUE,4,4
